ax,log,34,"ax,scissors,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,stem,maple,elm,log"
ax,lumberjack,-1,NOT FOUND
ax,metal,6,"ax,scissors,operation,wound,bullet,aluminum,metal"
ax,murderer,5,"ax,scissors,operation,shot,murder,murderer"
ax,spray,51,"ax,scissors,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,whisper,shut,near,opener,spray"
ax,steel,6,"ax,scissors,operation,wound,bullet,copper,steel"
ax,tree,44,"ax,scissors,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,dessert,delicious,dinner,sandwich,cauliflower,parsley,stench,smoke,marijuana,lawn,trees,tree"
ax,wood,35,"ax,scissors,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,stem,maple,elm,lumber,wood"
baby,blanket,27,"baby,kid,weep,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,linen,drowsy,blanket"
baby,bottle,37,"baby,kid,weep,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,whiskey,bottle"
baby,cradle,3,"baby,kid,weep,cradle"
baby,crib,27,"baby,kid,weep,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,linen,exhausted,crib"
baby,cry,5,"baby,kid,weep,upset,depressed,cry"
baby,cute,5,"baby,child,female,lady,sexy,cute"
baby,diaper,2,"baby,infant,diaper"
baby,milk,34,"baby,kid,weep,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,milk"
baby,mother,2,"baby,kid,mother"
baby,pacify,-1,NOT FOUND
baby,small,43,"baby,kid,weep,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,disgusting,nasty,terrific,super,tiny,small"
baby,sooth,-1,NOT FOUND
baby,towel,25,"baby,kid,weep,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,soak,rinse,towel"
baby,toy,5,"baby,child,woman,guy,boy,toy"
bag,book,9,"bag,bookbag,desk,assignment,instructions,literature,novel,issue,newsstand,book"
bag,computer,39,"bag,bookbag,desk,assignment,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,sound,trombone,instrument,keyboard,computer"
bag,food,24,"bag,bookbag,desk,assignment,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,dessert,delicious,dinner,food"
bag,groceries,13,"bag,bookbag,desk,assignment,lesson,student,profession,occupation,pay,debt,expense,bargain,mall,groceries"
bag,hand,40,"bag,bookbag,desk,assignment,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,whisper,shut,near,distance,leg,hand"
bag,handle,11,"bag,bookbag,desk,assignment,lesson,student,profession,occupation,pay,earn,obtain,handle"
bag,laptop,-1,NOT FOUND
bag,paper,2,"bag,bookbag,paper"
bag,plastic,22,"bag,bookbag,desk,assignment,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,sob,kleenex,flu,infection,operation,wound,bullet,tin,plastic"
bag,school,5,"bag,bookbag,desk,essay,study,school"
bag,shopping,12,"bag,bookbag,desk,assignment,lesson,student,profession,occupation,pay,debt,expense,sale,shopping"
bag,wallet,2,"bag,handbag,wallet"
bag,woman,16,"bag,bookbag,desk,assignment,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,weep,child,woman"
bag,zipper,27,"bag,bookbag,desk,assignment,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,slacks,zipper"
baker,apron,4,"baker,dessert,yummy,gourmet,apron"
baker,bakery,-1,NOT FOUND
baker,bread,8,"baker,dessert,delicious,dinner,feed,broth,omelet,pancakes,bread"
baker,cake,2,"baker,dessert,cake"
baker,cookie,2,"baker,dessert,cookie"
baker,cupcake,-1,NOT FOUND
baker,dough,2,"baker,baked,dough"
baker,flour,2,"baker,bake,flour"
baker,hat,34,"baker,bake,microwave,oven,detergent,tide,waves,pebble,jewel,expensive,inexpensive,wager,owe,occupation,profession,student,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,weep,child,female,lady,sexy,cuddle,cat,whiskers,hat"
baker,muffin,9,"baker,dessert,delicious,dinner,feed,broth,omelet,bagel,jelly,muffin"
baker,oven,3,"baker,bake,microwave,oven"
baker,pastry,1,"baker,pastry"
baker,pie,2,"baker,dessert,pie"
ball,baseball,1,"ball,baseball"
ball,basket,16,"ball,volleyball,racquet,yarn,thread,sew,sleeve,skirt,warm,cool,beverage,brandy,booze,pub,wasted,junk,basket"
ball,basketball,2,"ball,volleyball,basketball"
ball,beach,20,"ball,volleyball,racquet,yarn,thread,sew,sleeve,skirt,warm,chill,frost,frosted,dessert,baker,bake,microwave,oven,detergent,tide,waves,beach"
ball,bounce,25,"ball,volleyball,racquet,yarn,thread,sew,sleeve,skirt,warm,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,sing,rap,chorus,bible,halo,sphere,bounce"
ball,dog,45,"ball,volleyball,racquet,yarn,thread,sew,sleeve,skirt,warm,chill,frost,frosted,dessert,baker,bake,microwave,oven,detergent,tide,waves,pebble,jewel,expensive,inexpensive,wager,owe,occupation,profession,student,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,weep,child,woman,attractive,handsome,adorable,dog"
ball,game,2,"ball,volleyball,game"
ball,hoop,24,"ball,volleyball,racquet,yarn,thread,sew,sleeve,skirt,warm,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,sing,rap,chorus,bible,halo,hoop"
ball,net,3,"ball,volleyball,racquet,net"
ball,park,28,"ball,volleyball,racquet,yarn,thread,sew,sleeve,skirt,warm,chill,frost,frosted,dessert,baker,bake,microwave,oven,detergent,tide,seashore,harbor,captain,lieutenant,sheriff,handcuffs,capture,release,permit,park"
ball,soccer,2,"ball,volleyball,soccer"
ball,sport,2,"ball,volleyball,sport"
bank,atm,-1,NOT FOUND
bank,bank,0,bank
bank,burglar,14,"bank,debt,expense,expensive,jewel,pebble,waves,reef,harbor,captain,lieutenant,sheriff,handcuffs,jail,burglar"
bank,card,3,"bank,debt,cards,card"
bank,cash,3,"bank,debt,pay,cash"
bank,cashier,5,"bank,debt,mortgage,own,buyer,cashier"
bank,cheque,-1,NOT FOUND
bank,clerk,5,"bank,debt,mortgage,owner,proprietor,clerk"
bank,client,-1,NOT FOUND
bank,credit,4,"bank,debt,expense,purchase,credit"
bank,currency,-1,NOT FOUND
bank,customer,5,"bank,debt,mortgage,own,buyer,customer"
bank,guard,11,"bank,debt,expense,expensive,jewel,pebble,waves,reef,marine,marines,soldier,guard"
bank,investment,-1,NOT FOUND
bank,loan,2,"bank,debt,loan"
bank,money,3,"bank,debt,pay,money"
bank,register,3,"bank,debt,fee,register"
bank,robber,15,"bank,debt,expense,expensive,jewel,pebble,waves,reef,harbor,captain,lieutenant,sheriff,handcuffs,jail,burglar,robber"
bank,safe,24,"bank,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,skirt,sleeve,hem,thread,bound,secure,safe"
bank,security,24,"bank,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,skirt,sleeve,hem,thread,knot,belt,security"
bank,teller,3,"bank,debt,fund,teller"
bank,vault,3,"bank,debt,fund,vault"
bank,visa,-1,NOT FOUND
barn,animals,34,"barn,pasture,seed,stem,pot,dishes,laundry,tide,waves,pebble,jewel,expensive,inexpensive,wager,owe,occupation,profession,student,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,weep,child,female,lady,sexy,cuddle,animals"
barn,chicken,10,"barn,pasture,seed,orchard,cobbler,shortcake,dessert,delicious,dinner,meal,chicken"
barn,cow,9,"barn,pasture,seed,stem,petals,pedal,plane,drove,steer,cow"
barn,farm,1,"barn,farm"
barn,farmer,2,"barn,plow,farmer"
barn,hay,2,"barn,pasture,hay"
barn,horse,9,"barn,pasture,seed,stem,petals,pedal,plane,drove,steer,horse"
barn,pig,9,"barn,pasture,seed,stem,petals,pedal,interstate,shift,ox,pig"
barn,red,6,"barn,pasture,seed,stem,petals,violet,red"
barn,straw,12,"barn,pasture,seed,orchard,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,straw"
barn,tractor,2,"barn,plow,tractor"
barn,wood,6,"barn,pasture,seed,leaf,elm,lumber,wood"
beach,ball,20,"beach,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,skirt,sleeve,hem,thread,yarn,racquet,volleyball,ball"
beach,beachball,-1,NOT FOUND
beach,bikini,-1,NOT FOUND
beach,ocean,2,"beach,waves,ocean"
beach,sand,2,"beach,waves,sand"
beach,sea,3,"beach,waves,reef,sea"
beach,summer,1,"beach,summer"
beach,sun,14,"beach,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,hotter,sun"
beach,sunshine,14,"beach,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,hotter,sunshine"
beach,swim,3,"beach,waves,reef,swim"
beach,swimsuit,-1,NOT FOUND
beach,towel,4,"beach,waves,soak,rinse,towel"
beach,volleyball,19,"beach,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,skirt,sleeve,hem,thread,yarn,racquet,volleyball"
beach,water,13,"beach,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,conditioner,water"
beak,bird,-1,NOT FOUND
beak,duck,-1,NOT FOUND
beak,eat,-1,NOT FOUND
beak,food,-1,NOT FOUND
beak,nest,-1,NOT FOUND
beak,peck,-1,NOT FOUND
beak,seed,-1,NOT FOUND
beak,sharp,-1,NOT FOUND
beak,worm,-1,NOT FOUND
bear,berry,34,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,orchard,berry"
bear,big,49,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,disgusting,nasty,terrific,excellent,great,big"
bear,brown,37,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,hamper,halt,pedal,petals,violet,color,brown"
bear,camping,36,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,hamper,halt,pedal,interstate,hike,camping"
bear,cave,36,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,detergent,oven,stove,above,step,climber,cave"
bear,claw,2,"bear,vet,claw"
bear,cub,50,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,roar,cub"
bear,den,-1,NOT FOUND
bear,fear,48,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,fear"
bear,fish,31,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,reef,diver,fish"
bear,forest,37,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,stem,maple,elm,timber,forest"
bear,fur,12,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,temper,hostility,fur"
bear,honey,36,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,stem,twig,sap,honey"
bear,salmon,31,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,reef,lake,salmon"
bear,teeth,6,"bear,vet,paw,cougar,barracuda,chew,teeth"
bear,tree,46,"bear,vet,pet,puppy,handsome,attractive,woman,child,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,dessert,delicious,dinner,sandwich,cauliflower,parsley,stench,smoke,marijuana,lawn,trees,tree"
bed,bedroom,2,"bed,mattress,bedroom"
bed,blanket,2,"bed,exhausted,blanket"
bed,comforter,-1,NOT FOUND
bed,duvet,-1,NOT FOUND
bed,house,3,"bed,couch,furniture,house"
bed,mattress,1,"bed,mattress"
bed,night,26,"bed,exhausted,linen,dryer,stove,bake,baker,dessert,frosted,frost,chill,cool,beverage,brandy,rum,throw up,disgusting,nasty,horrible,scary,scream,holler,speak,in,closet,off,night"
bed,pillow,2,"bed,exhausted,pillow"
bed,rest,2,"bed,exhausted,rest"
bed,sheets,2,"bed,exhausted,sheets"
bed,sleep,2,"bed,exhausted,sleep"
bee,bear,13,"bee,ant,insect,annoy,irritate,tantrum,child,female,lady,sexy,cuddle,cat,vet,bear"
bee,black,12,"bee,ant,insect,annoy,irritate,tantrum,child,female,lady,sexy,cuddle,fluffy,black"
bee,comb,11,"bee,ant,insect,annoy,irritate,tantrum,child,female,affair,wed,groom,comb"
bee,flower,31,"bee,ant,insect,annoy,irritate,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,stem,flower"
bee,hive,2,"bee,hornet,hive"
bee,honey,33,"bee,ant,insect,annoy,irritate,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,stem,twig,sap,honey"
bee,nest,35,"bee,ant,insect,annoy,irritate,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,stem,seed,pasture,rooster,roost,nest"
bee,pollen,-1,NOT FOUND
bee,queen,45,"bee,ant,insect,annoy,irritate,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,hamper,halt,pedal,petals,violet,yellow,shade,squint,look,examine,quest,lose,defeat,success,fortune,royal,palace,queen"
bee,sting,2,"bee,hornet,sting"
bee,stinger,-1,NOT FOUND
bee,stripes,35,"bee,ant,insect,annoy,irritate,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,hamper,halt,pedal,petals,violet,yellow,stripe,stripes"
bee,yellow,33,"bee,ant,insect,annoy,irritate,tantrum,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,hamper,halt,pedal,petals,violet,yellow"
beer,alcohol,2,"beer,gin,alcohol"
beer,bar,3,"beer,gin,intoxicate,bar"
beer,belly,12,"beer,tonic,beverage,cool,chill,frost,frosted,dessert,delicious,dinner,munch,stomach,belly"
beer,bottle,3,"beer,gin,bourbon,bottle"
beer,chips,11,"beer,tonic,beverage,cool,chill,frost,frosted,dessert,shortcake,crumb,peanut butter,chips"
beer,cup,11,"beer,tonic,beverage,cool,chill,frost,frosted,dessert,baker,bake,spatula,cup"
beer,drink,3,"beer,gin,bourbon,drink"
beer,drunk,3,"beer,gin,intoxicate,drunk"
beer,foam,15,"beer,tonic,beverage,cool,chill,frost,frosted,dessert,shortcake,cobbler,pot,dishes,laundry,washcloth,bathtub,foam"
beer,glass,3,"beer,brandy,jug,glass"
beer,keg,34,"beer,tonic,beverage,cool,chill,frost,frosted,dessert,baker,bake,microwave,oven,detergent,tide,waves,pebble,jewel,expensive,inexpensive,wager,owe,occupation,profession,student,lesson,learn,intellect,intelligent,foolish,silly,amuse,enjoy,joy,celebration,keg"
beer,liquor,2,"beer,brandy,liquor"
beer,mug,12,"beer,tonic,beverage,cool,chill,frost,frosted,dessert,baker,bake,spatula,cup,mug"
beer,party,3,"beer,gin,intoxicate,party"
beer,person,38,"beer,tonic,beverage,cool,chill,frost,frosted,dessert,baker,bake,microwave,oven,detergent,tide,waves,pebble,jewel,expensive,inexpensive,wager,owe,occupation,profession,student,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,weep,child,woman,women,person"
beer,pub,3,"beer,gin,intoxicate,pub"
beer,wine,3,"beer,gin,booze,wine"
bird,air,3,"bird,wings,soar,air"
bird,beak,-1,NOT FOUND
bird,cage,15,"bird,wings,plane,pedal,halt,hamper,laundry,tide,seashore,harbor,captain,lieutenant,sheriff,handcuffs,jail,cage"
bird,cat,34,"bird,wings,plane,pedal,halt,hamper,laundry,tide,waves,pebble,jewel,expensive,inexpensive,wager,owe,occupation,profession,student,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,weep,child,female,lady,sexy,cuddle,cat"
bird,chirp,23,"bird,wings,plane,pedal,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,sing,rap,chirp"
bird,egg,6,"bird,wings,kite,above,stove,bake,egg"
bird,feather,3,"bird,wings,feathers,feather"
bird,fly,32,"bird,wings,plane,pedal,halt,hamper,laundry,tide,waves,pebble,jewel,expensive,inexpensive,wager,owe,occupation,profession,student,lesson,learn,intellect,intelligent,foolish,silly,amuse,cheerful,glad,upset,enrage,irritate,bother,rodent,fly"
bird,nest,9,"bird,wings,swan,lily,orchid,seed,pasture,rooster,roost,nest"
bird,seed,5,"bird,wings,swan,lily,orchid,seed"
bird,sing,21,"bird,wings,plane,pedal,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,sing"
bird,sky,26,"bird,wings,plane,pedal,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,whisper,shut,near,telescope,astronomy,sky"
bird,tree,18,"bird,wings,plane,pedal,pot,cobbler,shortcake,dessert,delicious,dinner,sandwich,cauliflower,parsley,stench,smoke,marijuana,lawn,trees,tree"
bird,wings,1,"bird,wings"
bird,worm,12,"bird,wings,plane,pedal,halt,hamper,laundry,tide,seashore,reef,lake,pole,worm"
boat,anchor,3,"boat,sailing,harbor,anchor"
boat,captain,3,"boat,sailing,harbor,captain"
boat,dock,3,"boat,lake,sail,dock"
boat,engine,12,"boat,lake,reef,shore,pebble,jewel,expensive,inexpensive,wager,wage,employer,mechanic,engine"
boat,fish,3,"boat,lake,diver,fish"
boat,lake,1,"boat,lake"
boat,motor,12,"boat,lake,reef,shore,pebble,jewel,expensive,inexpensive,wager,wage,employer,technician,motor"
boat,ocean,4,"boat,lake,reef,seashore,ocean"
boat,paddle,4,"boat,lake,sail,canoe,paddle"
boat,river,3,"boat,lake,creek,river"
boat,sail,2,"boat,lake,sail"
boat,sea,3,"boat,lake,reef,sea"
boat,summer,5,"boat,lake,reef,seashore,surf,summer"
boat,tube,4,"boat,lake,sail,upstream,tube"
boat,water,15,"boat,lake,reef,seashore,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,conditioner,water"
bone,body,48,"bone,sprain,injury,stab,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,warm,skirt,sleeve,hem,thread,yarn,racquet,player,athletic,body"
bone,broken,2,"bone,sprain,broken"
bone,cast,15,"bone,sprain,injury,stab,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,entertainment,theater,cast"
bone,dinosaur,49,"bone,sprain,injury,stab,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,disgusting,nasty,terrific,super,tiny,dinosaur"
bone,dog,14,"bone,sprain,injury,stab,operation,infection,flu,kleenex,weep,child,woman,attractive,handsome,adorable,dog"
bone,marrow,52,"bone,sprain,injury,stab,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,beverage,brandy,rum,throw up,yuck,crude,ghoul,terror,yell,sing,rap,chirp,marrow"
bone,milk,40,"bone,sprain,injury,stab,operation,infection,flu,kleenex,sob,upset,glad,cheerful,amuse,silly,foolish,intelligent,intellect,learn,lesson,student,profession,occupation,pay,debt,expense,expensive,jewel,pebble,waves,tide,laundry,dishes,pot,cobbler,shortcake,pudding,frosting,frost,chill,cool,milk"
